Jugador,puntos,asistencias,rebotes,libres,dobles,triples,robos,score_global,Partidos_Jugados,Rank_puntos_Total,Rank_asistencias_Total,Rank_rebotes_Total,Rank_libres_Total,Rank_dobles_Total,Rank_triples_Total,Rank_robos_Total,Rank_score_global_Total,Torneo,picture
LAUTARO BERNADET,0.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,1,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/i7ubrXdxyP7nd2aWjWgeeZ.jpg
LAUTARO CUCCO,1.1666666666666667,0.16666666666666666,5.166666666666666,0.0,0.3333333333333333,0.16666666666666666,0.75,7.25,5,231,85,84,89,124,80,67,255,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/u7NQfsL8gteZ3T7CaSF1oJ.jpg
LAUTARO FONTEIRIZ,11.0,2.5,4.0,1.25,3.75,0.75,1.75,19.25,4,67,15,108,47,37,55,29,86,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
LAUTARO LEZCANO,8.0,0.0,4.5,0.5,3.0,0.5,0.5,13.0,2,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
LAUTARO LOVAGNINI,11.5,0.6666666666666666,2.375,1.125,2.25,1.9583333333333335,0.7083333333333333,15.25,7,62,66,159,51,67,22,69,131,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
LAUTARO MATIAS OLMEDO,13.0,1.0,5.0,0.0,5.0,1.0,2.0,21.0,1,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
LAUTARO RAMIREZ,5.25,0.0,1.75,0.25,1.0,1.0,0.0,7.0,4,153,89,175,82,109,44,95,258,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
LAUTARO VARELA D'AMICO,8.666666666666666,0.3333333333333333,2.0,0.6666666666666666,3.0,0.6666666666666666,0.3333333333333333,11.333333333333334,3,98,81,168,65,49,57,84,188,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
LAVRUSHOV KONSTANTINI,6.75,1.0,7.75,0.0,0.75,1.75,0.75,16.25,4,124,52,41,89,114,25,67,118,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
LAYONEEL CASTANEDA,5.0,0.0,4.5,0.0,1.0,1.0,0.5,10.0,2,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
LEANDRO AVRUJ,3.0,0.0,4.916666666666667,0.25,1.25,0.08333333333333333,0.41666666666666663,8.333333333333334,9,193,89,86,82,100,84,81,240,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/xya1ZTcmMHszBkN9nMV8h6.jpg
LEANDRO BOBBIO,10.0,1.3333333333333333,4.0,2.3333333333333335,2.3333333333333335,1.0,2.0,17.333333333333332,3,79,35,108,21,62,44,25,107,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/gfztVET1CJNrqnUB8jKcEF.JPG
LEANDRO BURGOS,15.666666666666666,3.0,12.0,5.0,4.333333333333333,0.6666666666666666,1.6666666666666667,32.333333333333336,3,24,8,7,3,28,57,31,9,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/6vADWeddfmEUZXshHxa2GH.JPG
LEANDRO EVANGELISTA,9.75,1.25,5.75,1.5,1.5,1.75,1.5,18.25,4,85,41,72,40,89,25,36,96,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
LEANDRO EZEQUIEL GATTI,2.0,0.0,9.0,0.0,1.0,0.0,1.0,12.0,1,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
LEANDRO FISCHMAN,1.0,0.0,1.5,0.0,0.5,0.0,0.0,2.5,2,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
LEANDRO GABRIEL PATANE,5.0,0.3333333333333333,2.0,0.6666666666666666,1.6666666666666667,0.3333333333333333,1.3333333333333333,8.666666666666666,3,159,81,168,65,84,75,44,232,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
LEANDRO LAUTARO SANCHEZ,6.575,0.95,2.1,1.4,1.95,0.425,0.675,10.3,9,130,53,167,42,76,70,71,207,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/mUuS9Y9DKYcQ3HC376qzPq.jpg
LEANDRO LUCA GONZALES LLANOS,1.0,0.0,0.9166666666666666,0.0,0.5,0.0,0.0,1.9166666666666667,5,232,89,186,89,120,86,95,332,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
LEGUIZAMON EZEQUIEL,2.0,0.3333333333333333,4.333333333333333,0.0,1.0,0.0,0.0,6.666666666666667,3,215,81,102,89,109,86,95,263,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
"LEMBLE, TOMAS ALEJO",0.0,0.0,5.0,0.0,0.0,0.0,1.0,6.0,1,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
LENNY MONDRIK,8.4,1.6,4.4,0.0,2.4,1.2,0.4,14.8,5,101,29,98,89,60,40,82,137,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/japqUQEeBivThpzubXGi6e.jpg
LEON ALEJANDRO ZEIDA,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
"LEON, JUAN IGNACIO",11.75,1.75,3.5,3.0,1.0,2.25,1.75,18.75,4,59,26,127,12,109,17,29,91,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
LEONARDO CALABRESI,15.8,0.4,12.0,1.0,7.4,0.0,1.2,29.4,5,23,78,7,57,2,86,48,18,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
LEONARDO DORTA,5.333333333333333,1.0,6.666666666666667,1.6666666666666667,1.3333333333333333,0.3333333333333333,1.0,14.0,3,151,52,58,34,97,75,57,147,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/aXdW1RRgMfTbxoSajigJK9.jpg
LEONARDO IGLESIAS,3.3333333333333335,0.0,2.0,0.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,5.666666666666667,3,189,89,168,89,116,57,84,283,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/vDmk4b9Zw7oAiZUM5TMuWG.jpg
LEONARDO NOVILLO,1.8,0.2,2.0,0.0,0.6,0.2,0.2,4.2,5,217,84,168,89,119,79,90,308,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
LEONARDO SANFURGO,7.0,0.5,2.5,0.0,3.5,0.0,1.0,11.0,2,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
LEONARDO SEBASTIAN MONGE,10.5,1.0,2.5,1.5,3.0,1.0,2.5,16.5,2,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/9bxhndkzs9GnT3S7xdHkek.jpg
LEONEL ANDRES CONDORI,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,2,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
LEONEL BELINCOW,4.333333333333333,1.0,1.3333333333333333,0.0,0.6666666666666666,1.0,0.3333333333333333,7.0,3,171,52,181,89,116,44,84,258,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
LEONEO ANDRES CONDORI,3.3333333333333335,0.0,1.3333333333333333,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.0,4.666666666666667,3,189,89,181,65,124,57,95,300,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
LISANDRO NADIN,7.0,0.5,7.125,1.5,2.0,0.5,1.625,16.25,5,121,74,51,40,75,65,32,118,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
LISANDRO RICARDO LUQUES,4.666666666666667,1.3333333333333333,4.333333333333333,0.3333333333333333,0.6666666666666666,1.0,1.0,11.333333333333334,3,164,35,102,77,116,44,57,188,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
LLANOS ERIK,1.6666666666666667,0.3333333333333333,1.6666666666666667,0.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,4.333333333333333,3,219,81,176,89,124,75,72,305,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
LOPEZ DYLAN NAHUEL,5.0,0.5,0.5,2.0,1.5,0.0,1.0,7.0,2,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
LOPEZ FACUNDO AGUSTIN,4.0,0.0,4.0,0.0,2.0,0.0,1.0,9.0,2,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
LOPEZ JUAN MANUEL,9.75,0.75,2.75,2.0,1.25,1.75,2.25,15.5,4,85,63,149,28,100,25,21,129,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
"LOPEZ, ULISES",9.5,0.25,4.5,0.0,1.0,2.5,0.75,15.0,4,87,83,96,89,109,14,67,134,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/7pymwnkCAcitv2cPoNjuV6.jpg
LORENA PALAVECINO,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3,246,89,185,89,133,86,95,340,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
LORENZO AVERSENTE,2.6833333333333336,0.08333333333333333,3.0833333333333335,0.2833333333333333,1.0999999999999999,0.06666666666666667,0.08333333333333333,5.933333333333334,10,200,88,140,80,107,85,94,276,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
LORENZO FALCON,12.333333333333334,1.0,5.0,3.3333333333333335,4.0,0.3333333333333333,1.0,19.333333333333332,3,51,52,85,11,35,75,57,85,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
LORENZO GUARDA GARCIA,6.0,0.5,4.0,1.0,2.5,0.0,1.5,12.0,2,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
LUAN BENITO RISTAU,3.0,1.0,3.0,0.4,1.0,0.2,0.6,7.6,5,193,52,142,75,109,79,74,250,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/kJGPZnU2FvwtGVbrcEbpcG.jpg
LUCA DI GISI,2.3333333333333335,1.3333333333333333,3.6666666666666665,0.0,0.6666666666666666,0.3333333333333333,1.0,8.333333333333334,3,208,35,122,89,116,75,57,240,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
LUCA PANIZZI,7.0,0.25,4.0,0.5,1.75,1.0,1.0,12.25,4,121,83,108,72,83,44,57,174,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
LUCA REYNALDO,3.3333333333333335,0.3333333333333333,3.6666666666666665,0.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,7.666666666666667,3,189,81,122,89,116,57,84,249,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
LUCA VIZIOLI,5.199999999999999,0.5,3.0,0.9,1.1,0.7,0.9,9.6,10,155,74,142,58,106,56,61,219,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
LUCAS APPIOLAZA,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,2,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
LUCAS BELOTTI,5.2,0.0,6.0,0.4,2.4,0.0,1.0,12.2,5,154,89,68,75,60,86,57,175,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/xwyR5nsXSGpzR3kx3PJWnW.jpg
LUCAS CAMPI,3.3333333333333335,1.0,3.0,0.6666666666666666,1.3333333333333333,0.0,1.3333333333333333,8.666666666666666,3,189,52,142,65,97,86,44,232,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
LUCAS CASSETAI,14.0,2.0,10.5,6.0,1.0,2.0,1.5,28.0,2,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
LUCAS CHEISTWER,8.333333333333334,2.0,7.333333333333333,2.0,2.6666666666666665,0.3333333333333333,0.6666666666666666,18.333333333333332,3,103,22,47,28,54,75,72,95,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/b3NeE7qahC7ptFewq3juoq.jpg
LUCAS DANIEL ANDRADA,0.75,0.25,2.0,0.0,0.0,0.25,0.25,3.25,4,237,83,168,89,133,78,89,318,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/pCgZw5wkkUc5mf9wH5J1tb.jpg
LUCAS ESTEBAN MURADIAN,9.0,1.0,4.0,4.0,1.0,1.0,1.0,15.0,2,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
LUCAS FAILDE,3.6666666666666665,0.6666666666666666,1.6666666666666667,0.0,0.3333333333333333,1.0,1.6666666666666667,7.666666666666667,3,182,66,176,89,124,44,31,249,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/7jamP9EynAz47DuSfJqPJz.jpg
LUCAS FELICIANI,5.5,0.5,5.25,0.0,2.75,0.0,1.5,12.75,4,147,74,81,89,52,86,36,165,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
LUCAS FERNANDEZ,2.3333333333333335,0.6666666666666666,3.0,0.16666666666666666,0.3333333333333333,0.5,0.16666666666666666,6.166666666666667,4,208,66,142,85,124,65,91,272,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
LUCAS GABRIEL FLOSSI,9.125,0.625,4.75,1.625,1.5,1.5,0.75,15.25,6,92,68,90,36,89,32,67,131,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/mUuS9Y9DKYcQ3HC376qzPq.jpg
LUCAS JOEL SZLAIEN,10.0,1.5,5.75,0.0,2.75,1.5,0.25,17.5,4,79,30,72,89,52,32,89,105,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
LUCAS KOBRINSKY,12.8,0.6,5.6,2.8,2.6,1.6,2.4,21.4,5,47,70,74,15,56,30,18,64,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/dcCLiHPp8brCT3RLLthfYV.jpg
LUCAS LADOWICZ,10.0,2.0,12.0,2.5,3.0,0.5,2.0,26.0,2,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/bSjBkEmXihm3BMVqcL3cwg.jpg
LUCAS MARTIN GHIZZONI,2.0,0.6666666666666666,2.6666666666666665,0.0,0.0,0.6666666666666666,0.6666666666666666,6.0,3,215,66,151,89,133,57,72,275,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
LUCAS MARTIN RAMOS,3.5,0.5,6.0,1.5,1.0,0.0,0.0,10.0,2,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
LUCAS MUSOTTO,4.0,0.5,4.0,0.0,2.0,0.0,1.0,9.5,2,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
LUCAS OLIVER,3.6,0.2,2.8,0.4,1.0,0.4,0.4,7.0,5,185,84,147,75,109,72,82,258,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/6QV31pFsT22KUbnV4QcLvH.jpg
LUCAS OLLER,0.0,3.0,1.0,0.0,0.0,0.0,1.0,5.0,1,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/t8aPkKQFLmYoVnAWDa5yAF.jpg
LUCAS REBOREDO,5.5,1.5,9.25,0.75,2.0,0.25,0.25,16.5,4,147,30,25,62,75,78,89,115,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
LUCAS ROMEO,0.0,0.5,0.5,0.0,0.0,0.0,0.0,1.0,2,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
LUCAS ROSA,3.0,0.0,7.0,1.0,1.0,0.0,0.0,10.0,1,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/kkkALDYfoFwFsFG3qM8W28.jpg
LUCAS SERGIO VILLALBA,5.2,1.6,3.6,1.6,0.6,0.8,1.2,11.6,5,154,29,123,37,119,52,48,185,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
LUCAS SUSPERREGUY,11.666666666666666,2.0,3.0,3.0,1.3333333333333333,2.0,0.6666666666666666,17.333333333333332,3,60,22,142,12,97,21,72,107,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
LUCAS TEPER,12.0,1.8333333333333333,4.833333333333333,2.6666666666666665,4.166666666666667,0.3333333333333333,1.0,19.666666666666668,6,55,23,88,17,32,75,57,82,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
LUCAS WENCESLAO GALVAN,8.0,1.4,5.6,0.0,2.8,0.8,1.0,16.0,5,106,32,74,89,51,52,57,121,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
LUCIANO CHODASZEWSKI,0.0,0.5,2.0,0.0,0.0,0.0,0.25,2.75,4,246,74,168,89,133,86,89,323,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
LUCIANO DAMIANI,5.4,1.0,4.0,0.6,1.2,0.8,0.8,11.2,5,148,52,108,68,101,52,66,191,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/uXc9GtUqbrPqc4ZTZ7inQK.jpg
LUCIANO EXEQUIEL DERCACH,2.0,0.3333333333333333,1.0,1.3333333333333333,0.3333333333333333,0.0,0.6666666666666666,4.0,3,215,81,185,45,124,86,72,309,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/ncx6CRyvusi6Uito2Kpu3C.jpg
LUCIANO GABRIEL ROBLEDO,6.0,1.0,3.85,0.55,2.275,0.3,1.3,12.15,9,138,52,114,71,66,76,45,177,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
LUCIANO LYNCH,4.0,1.0,3.5,1.5,0.5,0.5,1.0,9.5,2,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
LUCIANO MASSON,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333,3,246,89,194,89,133,86,95,344,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/owBuUYgdXYixerdcdqu8Jg.jpg
LUCIANO PAMELLI,11.5125,1.8125,5.2,2.1125,2.3,1.6,2.775,21.3,13,61,24,82,27,64,30,13,65,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
LUCIANO PASCUA,4.25,0.25,3.25,0.25,0.5,1.0,0.75,8.5,4,173,83,133,82,120,44,67,237,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
LUCIANO POLIZZI,2.5,0.25,3.25,0.25,0.75,0.25,1.25,7.25,4,204,83,133,82,114,78,47,255,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
LUCIANO SOSA,0.0,0.0,7.0,0.0,0.0,0.0,2.0,9.0,1,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
LUCIO AYUSO,9.333333333333334,0.3333333333333333,9.0,4.666666666666667,2.3333333333333335,0.0,1.6666666666666667,20.333333333333332,3,89,81,29,4,62,86,31,77,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
LUCIO BENEVENTO,13.0,2.0,5.2,0.8,4.6,1.0,1.6,21.8,5,46,22,82,61,25,44,33,60,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
LUCIO GIORDANO,1.5,0.5,3.25,0.5,0.5,0.0,0.25,5.5,4,222,74,133,72,120,86,89,286,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/c6giixsiwLUuKyd1AzPXq3.jpg
LUCIO SANCHEZ RISSO,2.0,1.0,7.0,0.0,1.0,0.0,4.0,14.0,1,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
LUIGI GARAY,7.0,1.0,4.0,2.0,1.0,1.0,2.0,14.0,1,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/rpracwrdDh1XwZ9FFA2N9g.jpg
LUIS ALAN VELARDES,8.0,0.0,5.5,0.5,1.5,1.5,1.0,14.5,2,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
LUIS GONZALEZ,2.0,0.3333333333333333,1.6666666666666667,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,4.666666666666667,3,215,81,176,77,124,75,72,300,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
LUIS MANUEL TILVE NEYRA,0.0,0.0,3.0,0.0,0.0,0.0,3.0,6.0,1,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
LUKA BRIZZI,7.0,4.0,3.0,1.0,3.0,0.0,3.0,17.0,1,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
LUKA NAHUEL CACERES,4.5,0.25,4.75,0.5,2.0,0.0,1.25,10.75,4,166,83,90,72,75,86,47,197,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/f9wMMYsG34jeJmYJT8svCY.jpg
LUNA PABLO,0.6666666666666666,1.0,1.3333333333333333,0.0,0.3333333333333333,0.0,2.3333333333333335,5.333333333333333,3,238,52,181,89,124,86,20,289,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
"MAC DOUGALL, FEDERICO",2.8,0.2,2.2,0.2,1.0,0.2,1.8,7.0,5,196,84,164,83,109,79,28,258,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/sAjR3wnFMSHU8WQDznqdwM.jpg
MACRINI LUCAS,6.25,2.5,6.5,1.5,2.0,0.25,1.0,16.25,4,134,15,62,40,75,78,57,118,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
MAHMUD EZEQUIEL,2.375,1.0,2.0,0.375,0.25,0.5,0.75,6.125,5,207,52,168,76,128,65,67,274,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
MANFRED COLE,4.5,1.5,5.75,1.25,1.25,0.25,0.25,12.0,4,166,30,72,47,100,78,89,178,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
MANUEL AGUSTIN ROMPANI,9.8,1.6,3.2,1.4,3.6,0.4,0.6,15.2,5,83,29,134,42,40,72,74,132,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
MANUEL ALMADA,4.0,0.0,5.5,0.0,2.0,0.0,0.5,10.0,2,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
MANUEL ALVAREZ,4.0,1.25,5.75,0.0,1.25,0.5,1.75,12.75,4,176,41,72,89,100,65,29,165,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
MANUEL BAZTAN,7.75,1.5,2.25,0.75,2.75,0.5,1.0,12.5,4,109,30,163,62,52,65,57,171,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
MANUEL CORTES TEYSSIER,2.6666666666666665,0.0,1.0,0.0,0.3333333333333333,0.6666666666666666,0.0,3.6666666666666665,3,201,89,185,89,124,57,95,313,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
MANUEL DAVID SILVA MEDINA,2.0,1.0,3.0,0.0,1.0,0.0,0.0,6.0,1,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
MANUEL FRANCISCO ALMADA,5.0,0.5,2.0,1.0,2.0,0.0,0.5,8.0,2,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
MANUEL GAYOSO,2.0,0.0,3.0,0.0,1.0,0.0,1.0,6.0,1,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
MANUEL HERNANDEZ,6.4,1.0,5.2,0.0,3.2,0.0,1.0,13.6,5,132,52,82,89,47,86,57,154,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
MANUEL KOENIG,5.0,0.5,4.75,1.5,1.0,0.5,1.5,11.75,4,159,74,90,40,109,65,36,183,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
MANUEL MARKOWICZ,1.3333333333333333,0.0,3.3333333333333335,0.0,0.6666666666666666,0.0,0.3333333333333333,5.0,3,227,89,131,89,116,86,84,295,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
MANUEL NEYRA,0.5,1.0,1.25,0.0,0.25,0.0,0.25,3.0,4,241,52,182,89,128,86,89,319,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/ipP74PvARmYwF6ZxUQzWiM.jpg
MANUEL ROCCIA STEIN,7.583333333333333,2.0,5.0,1.5833333333333333,2.5,0.3333333333333333,2.25,16.833333333333332,10,113,22,85,38,58,75,21,112,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/pJMphcieqbAocYjN5A7YHc.jpg
