torneo,categoria,fecha_fixture,match_id,date,location,team,player,points,rebounds,assists,steals,fouls,triples,dobles,libres,status,score_global,eficiencia_ofensiva
TORNEO APERTURA 2026,PRIMERA C,Fecha 2,137,sin fecha,UGAB,LOCKED,Blas Di Tella,7,7,1,1,0,1,2,0,ok,16,2.3333333333333335
TORNEO APERTURA 2026,PRIMERA C,Fecha 2,137,sin fecha,UGAB,LOCKED,Lucio Benevento,14,6,0,1,0,1,4,3,ok,21,1.75
TORNEO APERTURA 2026,PRIMERA C,Fecha 2,137,sin fecha,UGAB,LOCKED,Joaquín García,2,5,0,2,4,0,1,0,ok,9,2.0
TORNEO APERTURA 2026,PRIMERA C,Fecha 2,138,sin fecha,UGAB,OOZMA KAPPA B,Fernando Gabriel Peri,2,8,1,1,2,0,1,0,ok,12,2.0
TORNEO APERTURA 2026,PRIMERA C,Fecha 2,138,sin fecha,UGAB,OOZMA KAPPA B,Diego Sebastián Segat,0,1,0,0,0,0,0,0,ok,1,0.0
TORNEO APERTURA 2026,PRIMERA C,Fecha 2,138,sin fecha,UGAB,OOZMA KAPPA B,Andres Quirelli,19,4,1,2,1,2,6,1,ok,26,2.111111111111111
TORNEO APERTURA 2026,PRIMERA C,Fecha 2,138,sin fecha,UGAB,OOZMA KAPPA B,Matìas Ezequiel Bustos,6,4,1,1,3,1,1,1,ok,12,2.0
TORNEO APERTURA 2026,PRIMERA C,Fecha 2,138,sin fecha,UGAB,OOZMA KAPPA B,Juan Martín Huss,8,7,0,3,3,1,2,1,ok,18,2.0
TORNEO APERTURA 2026,PRIMERA C,Fecha 2,138,sin fecha,UGAB,OOZMA KAPPA B,Lautaro Bernadet,0,5,0,0,3,0,0,0,ok,5,0.0
TORNEO APERTURA 2026,PRIMERA C,Fecha 2,138,sin fecha,UGAB,OOZMA KAPPA B,Julián Huss,4,4,0,0,0,0,2,0,ok,8,2.0
TORNEO APERTURA 2026,PRIMERA C,Fecha 2,138,sin fecha,UGAB,OOZMA KAPPA B,Baltasar Delpueche,12,5,2,2,1,0,5,2,ok,21,1.7142857142857142
TORNEO APERTURA 2026,PRIMERA C,Fecha 2,138,sin fecha,UGAB,OOZMA KAPPA B,Lucio Giordano,3,5,1,0,2,0,1,1,ok,9,1.5
TORNEO APERTURA 2026,PRIMERA C,Fecha 2,138,sin fecha,UGAB,FERNET BACHE,Recke Dylan Eian,11,6,0,0,1,3,1,0,ok,17,2.75
TORNEO APERTURA 2026,PRIMERA C,Fecha 2,138,sin fecha,UGAB,FERNET BACHE,Recke Eric Axel,13,3,0,0,2,1,5,0,ok,16,2.1666666666666665
TORNEO APERTURA 2026,PRIMERA C,Fecha 2,138,sin fecha,UGAB,FERNET BACHE,Palazzo Gonzalo,0,3,1,0,1,0,0,0,ok,4,0.0
TORNEO APERTURA 2026,PRIMERA C,Fecha 2,138,sin fecha,UGAB,FERNET BACHE,Guillermo Russo,0,2,0,0,2,0,0,0,ok,2,0.0
TORNEO APERTURA 2026,PRIMERA C,Fecha 2,138,sin fecha,UGAB,FERNET BACHE,Russo Mariano,24,4,2,1,0,1,7,7,ok,31,1.6
TORNEO APERTURA 2026,PRIMERA C,Fecha 2,138,sin fecha,UGAB,FERNET BACHE,Mauro Osores,0,4,0,0,1,0,0,0,ok,4,0.0
TORNEO APERTURA 2026,PRIMERA C,Fecha 2,138,sin fecha,UGAB,FERNET BACHE,Franco Martinez,2,3,0,0,1,0,0,2,ok,5,1.0
TORNEO APERTURA 2026,PRIMERA C,Fecha 2,138,sin fecha,UGAB,FERNET BACHE,Lavrushov Konstantini,4,7,0,0,3,0,2,0,ok,11,2.0
TORNEO APERTURA 2026,PRIMERA C,Fecha 2,138,sin fecha,UGAB,FERNET BACHE,Casa Santiago Thomas,7,6,0,2,2,1,2,0,ok,15,2.3333333333333335
TORNEO APERTURA 2026,PRIMERA C,Fecha 2,138,sin fecha,UGAB,FERNET BACHE,Rosende Facundo,3,5,0,1,1,1,0,0,ok,9,3.0
TORNEO APERTURA 2026,PRIMERA C,Fecha 2,139,sin fecha,sin lugar,GORDOS STEPBACK,Ignacio Etchegoyen,0,1,1,1,4,0,0,0,ok,3,0.0
TORNEO APERTURA 2026,PRIMERA C,Fecha 2,139,sin fecha,sin lugar,GORDOS STEPBACK,Valentin Recalde,18,4,2,2,3,2,3,6,ok,26,1.6363636363636365
TORNEO APERTURA 2026,PRIMERA C,Fecha 2,139,sin fecha,sin lugar,GORDOS STEPBACK,Federico Majul,17,2,2,0,4,2,5,1,ok,21,2.125
TORNEO APERTURA 2026,PRIMERA C,Fecha 2,139,sin fecha,sin lugar,GORDOS STEPBACK,Juan Rossi,3,5,2,0,2,1,0,0,ok,10,3.0
TORNEO APERTURA 2026,PRIMERA C,Fecha 2,139,sin fecha,sin lugar,GORDOS STEPBACK,Bruno Casaretto,0,8,6,1,1,0,0,0,ok,15,0.0
TORNEO APERTURA 2026,PRIMERA C,Fecha 2,139,sin fecha,sin lugar,GORDOS STEPBACK,Bruno Brescasin,6,5,2,0,3,1,1,1,ok,13,2.0
TORNEO APERTURA 2026,PRIMERA C,Fecha 2,139,sin fecha,sin lugar,GORDOS STEPBACK,Nicolas Molina,2,3,1,0,3,0,1,0,ok,6,2.0
TORNEO APERTURA 2026,PRIMERA C,Fecha 2,139,sin fecha,sin lugar,GORDOS STEPBACK,Benjamin Salcedo,22,8,3,1,4,4,5,0,ok,34,2.4444444444444446
TORNEO APERTURA 2026,PRIMERA C,Fecha 2,139,sin fecha,sin lugar,GORDOS STEPBACK,Benjamin Bouilin Ferri,4,3,0,2,1,0,2,0,ok,9,2.0
TORNEO APERTURA 2026,PRIMERA C,Fecha 2,139,sin fecha,sin lugar,GORDOS STEPBACK,Tomas Friedrich,2,0,1,0,2,0,1,0,ok,3,2.0
TORNEO APERTURA 2026,PRIMERA C,Fecha 2,139,sin fecha,sin lugar,GORDOS STEPBACK,Santiago Ferroni,2,4,0,0,5,0,1,0,ok,6,2.0
TORNEO APERTURA 2026,PRIMERA C,Fecha 2,139,sin fecha,sin lugar,WEST,Franco Martín Garabento,6,10,2,1,4,0,2,2,ok,19,1.5
TORNEO APERTURA 2026,PRIMERA C,Fecha 2,139,sin fecha,sin lugar,WEST,Nicolas Matias Suarez,7,4,3,1,2,0,3,1,ok,15,1.75
TORNEO APERTURA 2026,PRIMERA C,Fecha 2,139,sin fecha,sin lugar,WEST,Eduardo Rogatti,3,4,2,3,2,1,0,0,ok,12,3.0
TORNEO APERTURA 2026,PRIMERA C,Fecha 2,139,sin fecha,sin lugar,WEST,Andres Márquez,5,2,0,1,2,0,2,1,ok,8,1.6666666666666667
TORNEO APERTURA 2026,PRIMERA C,Fecha 2,139,sin fecha,sin lugar,WEST,Paulo Lopez,20,13,3,0,2,0,8,4,ok,36,1.6666666666666667
TORNEO APERTURA 2026,PRIMERA C,Fecha 2,139,sin fecha,sin lugar,WEST,Lucas Fernandez,3,5,3,0,0,0,1,1,ok,11,1.5
TORNEO APERTURA 2026,PRIMERA C,Fecha 2,139,sin fecha,sin lugar,WEST,Enrique Fabian Coronel,12,7,3,1,4,0,5,2,ok,23,1.7142857142857142
TORNEO APERTURA 2026,PRIMERA C,Fecha 2,139,sin fecha,sin lugar,WEST,Natán Simón,7,12,3,2,5,0,3,1,ok,24,1.75
TORNEO APERTURA 2026,PRIMERA C,Fecha 2,140,2026-03-10T13:30:00.000Z,UGAB,NOCORRO CELTICS,Julian Sila,0,4,0,0,0,0,0,0,ok,4,0.0
TORNEO APERTURA 2026,PRIMERA C,Fecha 2,140,2026-03-10T13:30:00.000Z,UGAB,NOCORRO CELTICS,Ramiro Bodnar,2,6,1,0,0,0,1,0,ok,9,2.0
TORNEO APERTURA 2026,PRIMERA C,Fecha 2,140,2026-03-10T13:30:00.000Z,UGAB,NOCORRO CELTICS,Camilo Bodnar,13,1,3,0,1,2,3,1,ok,17,2.1666666666666665
TORNEO APERTURA 2026,PRIMERA C,Fecha 2,140,2026-03-10T13:30:00.000Z,UGAB,NOCORRO CELTICS,Nicolas Gabriel Ferrero Norris,18,12,5,3,1,1,7,1,ok,38,2.0
TORNEO APERTURA 2026,PRIMERA C,Fecha 2,140,2026-03-10T13:30:00.000Z,UGAB,NOCORRO CELTICS,Federico Jara Samaniego,6,5,3,0,1,1,1,1,ok,14,2.0
TORNEO APERTURA 2026,PRIMERA C,Fecha 2,140,2026-03-10T13:30:00.000Z,UGAB,NOCORRO CELTICS,Franco Gabriel Sahuquillo,17,24,4,4,1,0,7,3,ok,49,1.7
TORNEO APERTURA 2026,PRIMERA C,Fecha 2,140,2026-03-10T13:30:00.000Z,UGAB,DON CORLEONE,Emiliano Ortega,11,12,1,1,1,1,4,0,ok,25,2.2
TORNEO APERTURA 2026,PRIMERA C,Fecha 2,140,2026-03-10T13:30:00.000Z,UGAB,DON CORLEONE,Joaquin Rodas,0,3,1,0,0,0,0,0,ok,4,0.0
TORNEO APERTURA 2026,PRIMERA C,Fecha 2,140,2026-03-10T13:30:00.000Z,UGAB,DON CORLEONE,Agustin Bidone,3,3,0,0,0,0,1,1,ok,6,1.5
TORNEO APERTURA 2026,PRIMERA C,Fecha 2,140,2026-03-10T13:30:00.000Z,UGAB,DON CORLEONE,Joaquín Planes,13,6,1,0,2,1,5,0,ok,20,2.1666666666666665
TORNEO APERTURA 2026,PRIMERA C,Fecha 2,140,2026-03-10T13:30:00.000Z,UGAB,DON CORLEONE,Agustin Cabanay,6,11,0,0,0,0,3,0,ok,17,2.0
TORNEO APERTURA 2026,PRIMERA C,Fecha 2,140,2026-03-10T13:30:00.000Z,UGAB,DON CORLEONE,Manuel Silva,4,3,3,2,2,0,2,0,ok,12,2.0
TORNEO APERTURA 2026,PRIMERA C,Fecha 2,140,2026-03-10T13:30:00.000Z,UGAB,DON CORLEONE,Nicolas Silva,2,3,0,0,1,0,1,0,ok,5,2.0
TORNEO APERTURA 2026,PRIMERA C,Fecha 2,140,2026-03-10T13:30:00.000Z,UGAB,DON CORLEONE,Emir Labora,9,1,2,0,1,3,0,0,ok,12,3.0
TORNEO APERTURA 2026,PRIMERA C,Fecha 2,141,sin fecha,sin lugar,BARSEDLONA,Plinio Prado,0,3,0,0,0,0,0,0,ok,3,0.0
TORNEO APERTURA 2026,PRIMERA C,Fecha 2,141,sin fecha,sin lugar,BARSEDLONA,Benjamin Palacio,0,2,0,0,0,0,0,0,ok,2,0.0
TORNEO APERTURA 2026,PRIMERA C,Fecha 2,141,sin fecha,sin lugar,BARSEDLONA,Iñaki Barcelonna,3,4,0,2,0,1,0,0,ok,9,3.0
TORNEO APERTURA 2026,PRIMERA C,Fecha 2,141,sin fecha,sin lugar,BARSEDLONA,Matías Bastian,14,4,1,1,1,2,2,4,ok,20,1.75
TORNEO APERTURA 2026,PRIMERA C,Fecha 2,141,sin fecha,sin lugar,BARSEDLONA,Facundo Alem,12,14,3,2,0,2,2,2,ok,31,2.0
TORNEO APERTURA 2026,PRIMERA C,Fecha 2,141,sin fecha,sin lugar,BARSEDLONA,Grasselli Antonio,3,4,0,1,3,0,1,1,ok,8,1.5
TORNEO APERTURA 2026,PRIMERA C,Fecha 2,141,sin fecha,sin lugar,BARSEDLONA,Luciano Masson,0,0,0,0,0,0,0,0,ok,0,0.0
TORNEO APERTURA 2026,PRIMERA C,Fecha 2,141,sin fecha,sin lugar,BARSEDLONA,Felipe Valenza ,9,6,1,4,0,1,3,0,ok,20,2.25
TORNEO APERTURA 2026,PRIMERA C,Fecha 2,141,sin fecha,sin lugar,BARSEDLONA,Bautista Jáuregui,2,2,0,1,4,0,1,0,ok,5,2.0
TORNEO APERTURA 2026,PRIMERA C,Fecha 2,141,sin fecha,sin lugar,BARSEDLONA,Martín Erripa,0,2,0,1,0,0,0,0,ok,3,0.0
TORNEO APERTURA 2026,PRIMERA C,Fecha 2,141,sin fecha,sin lugar,BARSEDLONA,Ezequiel Masson,0,7,0,0,1,0,0,0,ok,7,0.0
TORNEO APERTURA 2026,PRIMERA C,Fecha 2,141,sin fecha,sin lugar,BARSEDLONA,Zoel Galván,0,1,0,0,0,0,0,0,ok,1,0.0
TORNEO APERTURA 2026,PRIMERA C,Fecha 2,141,sin fecha,sin lugar,BLUCERCHIATI,Andrés Guinsburg,2,3,0,0,4,0,1,0,ok,5,2.0
TORNEO APERTURA 2026,PRIMERA C,Fecha 2,141,sin fecha,sin lugar,BLUCERCHIATI,Felipe Blasco,0,1,0,0,3,0,0,0,ok,1,0.0
TORNEO APERTURA 2026,PRIMERA C,Fecha 2,141,sin fecha,sin lugar,BLUCERCHIATI,Federico Tellas,4,2,0,1,2,1,0,1,ok,7,2.0
TORNEO APERTURA 2026,PRIMERA C,Fecha 2,141,sin fecha,sin lugar,BLUCERCHIATI,Ariel Horowitz,2,3,0,1,2,0,1,0,ok,6,2.0
TORNEO APERTURA 2026,PRIMERA C,Fecha 2,141,sin fecha,sin lugar,BLUCERCHIATI,Gastón Winiar,7,8,2,1,2,1,2,0,ok,18,2.3333333333333335
TORNEO APERTURA 2026,PRIMERA C,Fecha 2,141,sin fecha,sin lugar,BLUCERCHIATI,Iván Sepag,2,9,1,2,3,0,1,0,ok,14,2.0
TORNEO APERTURA 2026,PRIMERA C,Fecha 2,141,sin fecha,sin lugar,BLUCERCHIATI,Lenny Mondrik,4,4,1,0,0,0,2,0,ok,9,2.0
TORNEO APERTURA 2026,PRIMERA C,Fecha 2,141,sin fecha,sin lugar,BLUCERCHIATI,Francisco Amura,11,4,1,1,2,2,1,3,ok,17,1.8333333333333333
TORNEO APERTURA 2026,PRIMERA C,Fecha 2,142,2026-03-09T18:00:00.000Z,CLARIDAD,LOS CONOS,Martin Luciano Ale,6,8,2,0,2,1,0,3,ok,16,1.5
TORNEO APERTURA 2026,PRIMERA C,Fecha 2,142,2026-03-09T18:00:00.000Z,CLARIDAD,LOS CONOS,Lucas Gabriel Flossi,7,11,3,4,3,1,1,2,ok,25,1.75
TORNEO APERTURA 2026,PRIMERA C,Fecha 2,142,2026-03-09T18:00:00.000Z,CLARIDAD,LOS CONOS,Leandro Lautaro Sanchez,5,2,1,2,1,1,1,0,ok,10,2.5
TORNEO APERTURA 2026,PRIMERA C,Fecha 2,142,2026-03-09T18:00:00.000Z,CLARIDAD,LOS CONOS,Nicolas Martin Yegros,0,4,0,0,3,0,0,0,ok,4,0.0
TORNEO APERTURA 2026,PRIMERA C,Fecha 2,142,2026-03-09T18:00:00.000Z,CLARIDAD,LOS CONOS,Alan Agustin Sio Lopez,6,5,1,1,0,0,3,0,ok,13,2.0
TORNEO APERTURA 2026,PRIMERA C,Fecha 2,142,2026-03-09T18:00:00.000Z,CLARIDAD,LOS CONOS,Elias Nahuel Mauro,0,2,1,0,1,0,0,0,ok,3,0.0
TORNEO APERTURA 2026,PRIMERA C,Fecha 2,142,2026-03-09T18:00:00.000Z,CLARIDAD,LOS CONOS,Federico Gaston Ale,0,3,3,4,0,0,0,0,ok,10,0.0
TORNEO APERTURA 2026,PRIMERA C,Fecha 2,142,2026-03-09T18:00:00.000Z,CLARIDAD,LOS CONOS,Nahuel Horacio Marin Marin,10,2,0,0,2,0,4,2,ok,12,1.6666666666666667
TORNEO APERTURA 2026,PRIMERA C,Fecha 2,142,2026-03-09T18:00:00.000Z,CLARIDAD,LOS CONOS,Cristian Ezequiel Bassi,0,7,0,2,1,0,0,0,ok,9,0.0
TORNEO APERTURA 2026,PRIMERA C,Fecha 2,142,2026-03-09T18:00:00.000Z,CLARIDAD,LOS CONOS,Julio Ciro Ferrari	,19,3,0,0,4,0,7,5,ok,22,1.5833333333333333
TORNEO APERTURA 2026,PRIMERA C,Fecha 2,142,2026-03-09T18:00:00.000Z,CLARIDAD,BARRILETE CÓSMICO,"Jorgensen, Niels",12,8,3,0,0,3,1,1,ok,23,2.4
TORNEO APERTURA 2026,PRIMERA C,Fecha 2,142,2026-03-09T18:00:00.000Z,CLARIDAD,BARRILETE CÓSMICO,"De la Torre, Lucas",7,6,0,0,3,0,3,1,ok,13,1.75
TORNEO APERTURA 2026,PRIMERA C,Fecha 2,142,2026-03-09T18:00:00.000Z,CLARIDAD,BARRILETE CÓSMICO,"El Zoor, Augusto",0,1,1,1,3,0,0,0,ok,3,0.0
TORNEO APERTURA 2026,PRIMERA C,Fecha 2,142,2026-03-09T18:00:00.000Z,CLARIDAD,BARRILETE CÓSMICO,"Ianotti, Agustín",0,7,2,0,1,0,0,0,ok,9,0.0
TORNEO APERTURA 2026,PRIMERA C,Fecha 2,142,2026-03-09T18:00:00.000Z,CLARIDAD,BARRILETE CÓSMICO,"Santos, Juan Manuel",0,1,0,0,0,0,0,0,ok,1,0.0
TORNEO APERTURA 2026,PRIMERA C,Fecha 2,142,2026-03-09T18:00:00.000Z,CLARIDAD,BARRILETE CÓSMICO,"Rucci, Federico",16,11,0,1,3,1,6,1,ok,28,2.0
TORNEO APERTURA 2026,PRIMERA C,Fecha 2,142,2026-03-09T18:00:00.000Z,CLARIDAD,BARRILETE CÓSMICO,"Gerez, Joaquín",3,2,0,0,3,1,0,0,ok,5,3.0
TORNEO APERTURA 2026,PRIMERA C,Fecha 2,142,2026-03-09T18:00:00.000Z,CLARIDAD,BARRILETE CÓSMICO,"Diaz, Ezequiel",4,5,1,1,2,0,1,2,ok,11,1.3333333333333333
TORNEO APERTURA 2026,PRIMERA C,Fecha 2,142,2026-03-09T18:00:00.000Z,CLARIDAD,BARRILETE CÓSMICO,"Jackson, Agustin",2,2,0,0,1,0,1,0,ok,4,2.0
TORNEO APERTURA 2026,PRIMERA C,Fecha 2,142,2026-03-09T18:00:00.000Z,CLARIDAD,BARRILETE CÓSMICO,Ivo Matias Avila,8,3,3,7,1,2,1,0,ok,21,2.6666666666666665
TORNEO APERTURA 2026,PRIMERA C,Fecha 2,143,2026-03-10T16:30:00.000Z,CLARIDAD ,RUTA 7,Guido Di Tomaso,5,5,2,3,0,0,2,1,ok,15,1.6666666666666667
TORNEO APERTURA 2026,PRIMERA C,Fecha 2,143,2026-03-10T16:30:00.000Z,CLARIDAD ,RUTA 7,Simon Golia,8,8,0,1,2,0,4,0,ok,17,2.0
TORNEO APERTURA 2026,PRIMERA C,Fecha 2,143,2026-03-10T16:30:00.000Z,CLARIDAD ,RUTA 7,Federico Triberti,0,2,0,0,0,0,0,0,ok,2,0.0
TORNEO APERTURA 2026,PRIMERA C,Fecha 2,143,2026-03-10T16:30:00.000Z,CLARIDAD ,RUTA 7,Benjamin Marsiletti,2,4,0,0,3,0,1,0,ok,6,2.0
TORNEO APERTURA 2026,PRIMERA C,Fecha 2,143,2026-03-10T16:30:00.000Z,CLARIDAD ,RUTA 7,Franco Rodrigo,0,2,0,0,1,0,0,0,ok,2,0.0
TORNEO APERTURA 2026,PRIMERA C,Fecha 2,143,2026-03-10T16:30:00.000Z,CLARIDAD ,RUTA 7,Manuel Agustin Rompani,10,4,3,0,0,0,4,2,ok,17,1.6666666666666667
TORNEO APERTURA 2026,PRIMERA C,Fecha 2,143,2026-03-10T16:30:00.000Z,CLARIDAD ,RUTA 7,Tiago Schettino,0,3,0,0,4,0,0,0,ok,3,0.0
TORNEO APERTURA 2026,PRIMERA C,Fecha 2,143,2026-03-10T16:30:00.000Z,CLARIDAD ,RUTA 7,Agustin Bustos Valenzuela,15,14,2,0,1,2,4,1,ok,31,2.142857142857143
TORNEO APERTURA 2026,PRIMERA C,Fecha 2,143,2026-03-10T16:30:00.000Z,CLARIDAD ,RUTA 7,Tomas Blanco,0,3,0,0,3,0,0,0,ok,3,0.0
TORNEO APERTURA 2026,PRIMERA C,Fecha 2,143,2026-03-10T16:30:00.000Z,CLARIDAD ,COSA NOSTRA,Gastón Adrián Rodríguez,6,9,1,0,1,0,3,0,ok,16,2.0
TORNEO APERTURA 2026,PRIMERA C,Fecha 2,143,2026-03-10T16:30:00.000Z,CLARIDAD ,COSA NOSTRA,Thomas Parma,3,6,0,0,0,1,0,0,ok,9,3.0
TORNEO APERTURA 2026,PRIMERA C,Fecha 2,143,2026-03-10T16:30:00.000Z,CLARIDAD ,COSA NOSTRA,Alan Kurc,10,9,1,1,0,0,5,0,ok,21,2.0
TORNEO APERTURA 2026,PRIMERA C,Fecha 2,143,2026-03-10T16:30:00.000Z,CLARIDAD ,COSA NOSTRA,Juan Cruz Caamaño,0,3,0,2,1,0,0,0,ok,5,0.0
TORNEO APERTURA 2026,PRIMERA C,Fecha 2,143,2026-03-10T16:30:00.000Z,CLARIDAD ,COSA NOSTRA,Brandon Uriel Szlaien,13,7,4,3,2,0,5,3,ok,27,1.625
TORNEO APERTURA 2026,PRIMERA C,Fecha 2,143,2026-03-10T16:30:00.000Z,CLARIDAD ,COSA NOSTRA,Lucas Joel Szlaien,14,6,2,0,1,2,4,0,ok,22,2.3333333333333335
TORNEO APERTURA 2026,PRIMERA C,Fecha 2,143,2026-03-10T16:30:00.000Z,CLARIDAD ,COSA NOSTRA,Bassi Juan Ignacio,6,4,0,1,2,2,0,0,ok,11,3.0
TORNEO APERTURA 2026,PRIMERA C,Fecha 2,143,2026-03-10T16:30:00.000Z,CLARIDAD ,COSA NOSTRA,Manuel Markowicz,2,5,0,0,1,0,1,0,ok,7,2.0
TORNEO APERTURA 2026,PRIMERA C,Fecha 3,147,sin fecha,sin lugar,BARSEDLONA,Plinio Prado,0,1,0,0,2,0,0,0,ok,1,0.0
TORNEO APERTURA 2026,PRIMERA C,Fecha 3,147,sin fecha,sin lugar,BARSEDLONA,Joaquín Salgado,21,3,0,2,2,4,4,1,ok,26,2.3333333333333335
TORNEO APERTURA 2026,PRIMERA C,Fecha 3,147,sin fecha,sin lugar,BARSEDLONA,Benjamin Palacio,0,1,0,0,0,0,0,0,ok,1,0.0
TORNEO APERTURA 2026,PRIMERA C,Fecha 3,147,sin fecha,sin lugar,BARSEDLONA,Iñaki Barcelonna,8,8,2,1,3,2,1,0,ok,19,2.6666666666666665
TORNEO APERTURA 2026,PRIMERA C,Fecha 3,147,sin fecha,sin lugar,BARSEDLONA,Francisco Munyau,4,7,0,1,3,0,2,0,ok,12,2.0
TORNEO APERTURA 2026,PRIMERA C,Fecha 3,147,sin fecha,sin lugar,BARSEDLONA,Facundo Alem,16,12,3,0,0,2,4,2,ok,31,2.0
TORNEO APERTURA 2026,PRIMERA C,Fecha 3,147,sin fecha,sin lugar,BARSEDLONA,Grasselli Antonio,2,5,0,0,1,0,1,0,ok,7,2.0
TORNEO APERTURA 2026,PRIMERA C,Fecha 3,147,sin fecha,sin lugar,BARSEDLONA,Manuel Alvarez,5,1,2,0,2,1,1,0,ok,8,2.5
TORNEO APERTURA 2026,PRIMERA C,Fecha 3,147,sin fecha,sin lugar,BARSEDLONA,Luciano Masson,0,1,0,0,1,0,0,0,ok,1,0.0
TORNEO APERTURA 2026,PRIMERA C,Fecha 3,147,sin fecha,sin lugar,BARSEDLONA,Felipe Valenza ,9,7,5,1,3,1,3,0,ok,22,2.25
TORNEO APERTURA 2026,PRIMERA C,Fecha 3,147,sin fecha,sin lugar,BARSEDLONA,Zoel Galván,0,0,0,0,0,0,0,0,ok,0,0.0
TORNEO APERTURA 2026,PRIMERA C,Fecha 3,147,sin fecha,sin lugar,LOCKED,Juan Cruz Actis,4,4,4,0,0,0,2,0,ok,12,2.0
TORNEO APERTURA 2026,PRIMERA C,Fecha 3,147,sin fecha,sin lugar,LOCKED,Iñaki Valencia,13,5,1,4,3,1,5,0,ok,23,2.1666666666666665
TORNEO APERTURA 2026,PRIMERA C,Fecha 3,147,sin fecha,sin lugar,LOCKED,Mariano Vila,11,3,1,1,3,3,0,2,ok,16,2.2
TORNEO APERTURA 2026,PRIMERA C,Fecha 3,147,sin fecha,sin lugar,LOCKED,Jerónimo Lubrano,0,0,0,0,1,0,0,0,ok,0,0.0
TORNEO APERTURA 2026,PRIMERA C,Fecha 3,147,sin fecha,sin lugar,LOCKED,Rafael Escur,6,2,1,1,0,0,3,0,ok,10,2.0
TORNEO APERTURA 2026,PRIMERA C,Fecha 3,147,sin fecha,sin lugar,LOCKED,Ignacio Vargas,11,8,4,1,4,1,4,0,ok,24,2.2
TORNEO APERTURA 2026,PRIMERA C,Fecha 3,147,sin fecha,sin lugar,LOCKED,Lucio Benevento,17,8,5,4,0,1,7,0,ok,34,2.125
TORNEO APERTURA 2026,PRIMERA C,Fecha 3,147,sin fecha,sin lugar,LOCKED,Facundo Meerfeld,0,5,0,0,0,0,0,0,ok,5,0.0
TORNEO APERTURA 2026,PRIMERA C,Fecha 3,147,sin fecha,sin lugar,LOCKED,Joaquin Basualdo,8,5,4,1,1,0,4,0,ok,18,2.0
TORNEO APERTURA 2026,PRIMERA C,Fecha 3,148,sin fecha,sin lugar,TEMPUR B,Matias Cwik,0,1,0,0,2,0,0,0,ok,1,0.0
TORNEO APERTURA 2026,PRIMERA C,Fecha 3,148,sin fecha,sin lugar,TEMPUR B,Leandro Avruj,2,9,0,1,5,0,1,0,ok,12,2.0
TORNEO APERTURA 2026,PRIMERA C,Fecha 3,148,sin fecha,sin lugar,TEMPUR B,Axel Schenkelman,11,10,1,0,3,0,4,3,ok,22,1.5714285714285714
TORNEO APERTURA 2026,PRIMERA C,Fecha 3,148,sin fecha,sin lugar,TEMPUR B,Matias Landsberg,2,1,1,0,2,0,1,0,ok,4,2.0
TORNEO APERTURA 2026,PRIMERA C,Fecha 3,148,sin fecha,sin lugar,TEMPUR B,Martin Pilosoff,0,0,0,2,0,0,0,0,ok,2,0.0
TORNEO APERTURA 2026,PRIMERA C,Fecha 3,148,sin fecha,sin lugar,TEMPUR B,Tomas Kobrinsky,2,2,0,0,0,0,0,2,ok,4,1.0
TORNEO APERTURA 2026,PRIMERA C,Fecha 3,148,sin fecha,sin lugar,TEMPUR B,Nicolas Feiguelblat,0,0,0,1,1,0,0,0,ok,1,0.0
TORNEO APERTURA 2026,PRIMERA C,Fecha 3,148,sin fecha,sin lugar,TEMPUR B,Santiago Waisman,4,10,1,1,2,0,2,0,ok,16,2.0
TORNEO APERTURA 2026,PRIMERA C,Fecha 3,148,sin fecha,sin lugar,TEMPUR B,Nicolás Chamo,14,7,2,1,0,0,4,6,ok,24,1.4
TORNEO APERTURA 2026,PRIMERA C,Fecha 3,148,sin fecha,sin lugar,TEMPUR B,Damian Kirchuk,2,4,0,0,0,0,1,0,ok,6,2.0
TORNEO APERTURA 2026,PRIMERA C,Fecha 3,148,sin fecha,sin lugar,TEMPUR B,Sebastian Zalcman,0,0,0,0,0,0,0,0,ok,0,0.0
TORNEO APERTURA 2026,PRIMERA C,Fecha 3,148,sin fecha,sin lugar,TEMPUR B,Sebastian Wais,4,6,2,2,4,0,1,2,ok,14,1.3333333333333333
TORNEO APERTURA 2026,PRIMERA C,Fecha 3,148,sin fecha,sin lugar,BLUCERCHIATI,Andrés Guinsburg,2,5,2,0,3,0,1,0,ok,9,2.0
TORNEO APERTURA 2026,PRIMERA C,Fecha 3,148,sin fecha,sin lugar,BLUCERCHIATI,Felipe Blasco,6,5,3,1,3,2,0,0,ok,15,3.0
TORNEO APERTURA 2026,PRIMERA C,Fecha 3,148,sin fecha,sin lugar,BLUCERCHIATI,Federico Tellas,4,1,0,0,4,1,0,1,ok,5,2.0
TORNEO APERTURA 2026,PRIMERA C,Fecha 3,148,sin fecha,sin lugar,BLUCERCHIATI,Marco Petruccelli,2,0,0,0,1,0,1,0,ok,2,2.0
TORNEO APERTURA 2026,PRIMERA C,Fecha 3,148,sin fecha,sin lugar,BLUCERCHIATI,Gastón Winiar,7,14,1,1,3,0,2,3,ok,23,1.4
TORNEO APERTURA 2026,PRIMERA C,Fecha 3,148,sin fecha,sin lugar,BLUCERCHIATI,Iván Sepag,0,12,2,1,4,0,0,0,ok,15,0.0
